f,en,it,es,pt_BR,fr,nl,ar,ru,de, 
RESISTANCE_LABEL,Resistance,Resistenza,Resistencia,Resistência,,Resistentie,,Сопротивляемость,Widerstand,抗性
SEND_BACK_BUTTON,Send back,Manda via,Devolver,Devolver,,Zend Terug,,Отозвать,Zurücksenden,送回
,,,,,,,,,,
--Title screen--,,,,,,,,,,
NEW_GAME_BUTTON,New Game,Nuova partita,Nueva partida,Novo jogo,Nouvelle partie,Nieuw spel,بدأ لعبة جديدة,Новая Игра,Neues Spiel,重新开始游戏
CONTINUE_BUTTON,Continue,Continua,Continuar,Continuar,Continuer,Hervat,الإستمرار,Продолжить,Fortsetzen,继续游戏
OPTIONS_BUTTON,Options,Opzioni,Opciones,Opções,Options,Opties,الإعدادات,Опции,Optionen,设定选项
SOUND_SELECT_BUTTON,Sound Select,Ascolta musiche,Rocola,Seleção de som,Sélection des sons,Geluid Selectie,,Галерея Звуков,,音乐鉴赏
COPYRIGHT_LABEL,"Developed by Shuan, all rights reserved to Konami","Sviluppato da Shuan, tutti i diritti riservati a Konami","Desarollado por Shüan, todos los derechos reservados a Konami",Desenvolvido por Shuan. Todos os direitos reservados à Konami,"Développé par Shuan, tous droits réserves à Konami","Gemaakt door Shuan, alle rechten behoren tot Konami",,"Разработано Shuan, все права защищены компанией Konami",,本同人游戏由Shüan开发与制作，《恶魔城》游戏系列IP版权为Konami所有
,,,,,,,,,,
--Main menu--,,,,,,,,,,
LOADING_SCREEN_LABEL,Load data,Carica,Cargar datos,Carregar dados,Charger données,Laad data,تحميل,Загрузка,Lade Daten *,读取游戏进度
NAME_ENTRY_LABEL,Name Entry,Inserisci nome,Entrada de nombre,Inserir nome,Entrée nom,Naam Invoering,إدخال الأسم,Ввод Имени,Name,输入名字
DIFFICULTY_LABEL,Difficulty,Difficoltà,Dificultad,Dificuldade,Difficulté,Moeilijkheid,مستوى الصعوبة,Сложность,Schwierigkeitsgrad,难度
CONFIRM_NAME_BUTTON,Is this name correct?,Va bene questo nome?,¿Es correcto este nombre?,Seguir com esse nome?,Ce nom vous convient-il ?,Is deze naam correct?,هل هذا الأسم صحيح؟,Это имя правильное?,,确定使用当前已输入的名字吗？
SELECT_DIFFICULTY_TITLE,Select the difficulty level for this game.,Seleziona il livello di difficoltà per questa partita.,Seleccione el nível de dificultad para la partida.,Selecione o nível de dificuldade para esta partida.,Choisissez le niveau de difficulté pour cette partie.,Selecteer de moeilijkheidsgraad voor dit spel.,أختر مستوى الصعوبة لهذه اللعبة,Выберите уровень сложности игры.,,请选择游戏的难易度。
SIMPLIFIED_DIFFICULTY,Simplified,Semplificata,Simplificado,Simplificado,Simplifiée,Versimpelt,مبسّط,Упрощённый,Einfach *,简化模式
SIMPLIFIED_DIFFICULTY_DESC,"Recommended to those who are new to Castlevania, or want to enjoy the story and exploration more than combat.","Consigliato per i neofiti di Castlevania o per chiunque preferisca godersi la storia e l'esplorazione, piuttosto che il combattimento.","Recomendado para aquellos que son nuevos a Castlevania, o los que quieren disfrutar de la historia y exploración más que el combate.",Recomendado para quem é novato em Castlevania ou quer aproveitar mais a história e a exploração do que o combate.,"Recommandée pour les néophytes de Castlevania, ou ceux qui préfèrent l'histoire et l'exploration.","Aangeraden voor degenen waarvoor Castlevania nieuw is, of degenen die het verhaal en de verkenning leuker vinden dan het vechten.",,"Рекомендуется новичкам в Castlevania или тем, кто больше наслаждается историей и исследованиями, чем сражениями.",,适合对《恶魔城》系列经历尚浅的新手，或对战斗苦手而想享受剧情的玩家。
STANDARD_DIFFICULTY,Standard,Standard,Estándar,Padrão,Standard,Standaard,,Стандартный,Standart *,标准模式
STANDARD_DIFFICULTY_DESC,"Normal difficulty, recommended to those who are well-trained in the universe of Castlevania.","Difficoltà normale, consigliata per chi è già familiare con la saga.","Dificultad normal, recomendado para aquellos con experiencia en el mundo de Castlevania.","Dificuldade normal, recomendada para aqueles que são bem treinados no universo de Castlevania.","Difficulté normale, recommandée pour ceux qui sont familiers avec l'univers de Castlevania","Normale moeilijkheid, aangeraden voor degenen die goed-getrained zijn met het wereld van Castlevania",,"Обычная сложность, рекомендуемая завсегдатаям вселенной Castlevania.",,开发者预期的目标难易度，适合对《恶魔城》系列的战斗系统有一定了解的玩家。
CRAZY_DIFFICULTY,Crazy,Folle,Loco,Insano,Déjantée,Krankzinnig,جنوني,Безумие,Lebensmüde,狂热模式
CRAZY_DIFFICULTY_DESC,"For those who seek a true challenge and want to experience the combat system to a major extent.
Enemies are stronger, have new patterns and/or greater attack speed and their placement is more aggressive.","Per chi cerca una vera sfida e vuole portare la frenesia del combattimento ad un livello superiore.
I nemici sono più forti, hanno modi di combattere diversi e/o sono più veloci e sono posizionati in modo più aggressivo.","Para aquellos que buscan un verdadero reto y quieren experienciar más ampliamente el combate.
Los enemigos son más fuertes, tienen nuevos patrones y/o velocidad de ataque y sus posiciones son más agresivas.","Para quem busca um verdadeiro desafio e quer vivenciar o sistema de combate ao máximo.
Os inimigos estão mais fortes, têm novos padrões e/ou maior velocidade de ataque, e seu posicionamento é mais agressivo.","Pour ceux qui recherchent de vrais défis, et veulent expérimenter avec le système de combat.
Les ennemis sont plus forts, attaquent de manière plus précise et/ou plus rapide, et leurs emplacements sont plus risqués.","Voor degenen die een echte uitdaging willen en het gevechtssysteem tot het uiterste willen ervaren.
Vijanden zijn sterker, hebben nieuwe patronen en/of grotere aanvalssnelheid en hun posities zijn aggresiever.",,"Для тех, кто ищет настоящего испытания и хочет по-настоящему прочувствовать боевую систему.
Враги сильнее, у них другое поведение и/или большая скорость атаки, а их расположение более опрессивное.",,"适合寻求极致挑战或想深入钻研战斗系统的进阶玩家。
敌人的面板数值变强、敌人的技能或攻速强化，且敌人的配置更富有威胁性。"
CONFIRM_SAVE_LABEL,Overwrite data?,Sovrascrivere i dati?,¿Sobrescribir datos?,Sobrescrever dados?,Ecraser les données ?,Overschrijf data?,,Перезаписать?,Spielstand Überschreiben?,确定要覆盖已有的存档吗？
,,,,,,,,,,
--Save--,,,,,,,,,,
SAVE_GAME_BUTTON,Save Game,Salva partita,Guardar partida,Salvar o Jogo,Sauver. partie,Sla Spel Op,,Сохраниться,,保存游戏
TELEPORT_GAME_BUTTON,Teleport,Teletrasporto,Teletransportar,Teleportar,Se teleporter,Teleporteer,,Телепортироваться,,进行传送
EXIT_SAVE_BUTTON,Exit,Esci,Salir,Sair,Quitter,Sluit,,Выйти,,返回
,,,,,,,,,,
--Game Over--,,,,,,,,,,
RETRY_BATTLE_BUTTON,Retry battle,Riprova il combattimento,Reintentar combate,Repetir batalha,,Probeer gevecht opnieuw,,Повторить бой,,重试当前战斗
LAST_SAVE_BUTTON,Restart from last save,Riprova dall'ultimo salvataggio,Reiniciar desde el último punto de guardado,Reiniciar do último ponto de salvamento,,Herstart van laatst opgeslagen punt,,Вернуться к последнему сохранению,,从最后保存的记录点重新开始
TITLE_SCREEN_BUTTON,Return to title screen,Ritorna alla schermata del titolo,Retornar a la pantalla de título,Retornar à tela de título,,Terug naar beginscherm,,Вернуться на заглавный экран,,返回标题主界面
,,,,,,,,,,
--Shop--,,,,,,,,,,
JULIA_WELCOME,Welcome.,Benvenuto.,Bienvenido.,Bem-vindo.,,Welkom.,,Добро пожаловать.,,欢迎光临。
JULIA_THANKS_AS_ALWAYS,Thanks as always.,"Come sempre, grazie.","Gracias, como siempre.","Como sempre, obrigada.",,"Zoals altijd, bedankt.",,"Спасибо, как всегда.",,感谢惠顾。
,,,,,,,,,,
--Teleport destinations--,,,,,,,,,,
ABANDONED_MONASTERY_ENTRANCE,Abandoned Monastery - Entrance,Monastero abbandonato - Entrata,Monasterio abandonado: entrada,Mosteiro Abandonado - Entrada,Monastère Abandonné - Entrée,Verlaten Klooster - Ingang,,Заброшенный Монастырь - Вход,,废修道院 - 入口
ABANDONED_MONASTERY_GAUNTLET,Abandoned Monastery - Gauntlet,Monastero abbandonato - Arena,Monasterio abandonado: arena,Mosteiro Abandonado - Provação,Monastère Abandonné - Parcours du combattant,Verlaten Klooster - Gevechtsroulette,,Заброшенный Монастырь - Вызов,,废修道院 - 决斗场
ABANDONED_MONASTERY_TOP,Abandoned Monastery - Top floor,Monastero abbandonato - Pinnacolo,Monasterio abandonado: pináculo,Mosteiro Abandonado - Piso superior,Monastère Abandonné - Etage superieur,Verlaten Klooster - Bovenste verdieping,,Заброшенный Монастырь - Верхний этаж,,废修道院 - 最上层
FAGARAS_LEFT,Fagaras Forest - Left cave path,Foresta Fagaras - Cammino sinistro,Bosque de Fagaras: camino izquierdo,Floresta Fagaras - Passagem à esquerda,Forêt de Fagaras - Entrée gauche des cavernes,Fagaras's Woud - Linker grotten pad,,Лес Фагарас - Левая пещера,,法加拉斯丛林 - 左侧洞窟
FAGARAS_RIGHT,Fagaras Forest - Right cave path,Foresta Fagaras - Cammino destro,Bosque de Fagaras: camino derecho,Floresta Fagaras - Passagem à direita,Forêt de Fagaras - Entrée droite des cavernes,Fagaras's Woud - Rechter grotten pad,,Лес Фагарас - Правая пещера,,法加拉斯丛林 - 右侧洞窟
JULIA_SHOP,Fagaras Forest - Julia's Shop,Foresta Fagaras - Negozio di Julia,Bosque de Fagaras: tienda de Julia,Floresta Fagaras - Loja da Julia,,Fagaras's Woud - Julia's Winkel,,Лес Фагарас - Магазин Джулии,,法加拉斯丛林 - 茱莉亚的商店
WATERWAY_ENTRANCE,Moonlit Waterway - Entrance,Acquedotto Illuminato - Entrata,Acueducto iluminado: entrada ,Aqueduto Lunar - Entrada,,Maanverlichte Waterloop - Ingang,,Лунный Водоём - Вход,,月下水道 - 入口
INDIGO_TEMPLE_YELLOW_PATH,Indigo Temple - Yellow path,Tempio Indaco - Cammino giallo,Templo índigo: camino amarillo,Templo Índigo - Caminho amarelo,,Indigo Tempel - Gele pad,,Храм Индиго - Жёлтый путь,,靛蓝神庙 - 黄色通路
,,,,,,,,,,
--Bestiary--,,,,,,,,,,
NAME_LABEL,Name,Nome,Nombre,Nome,,Naam,الأسم,Имя,,名称
DROPS_LABEL,Drops,Oggetti rilasciati,Objetos,Espólios,,Verkrijgbaarheden,الغنائم,Выпадающий предмет,,掉落品
STATS_LABEL,Stats,Parametri,Estadísticas,Atributos,,Status,,Характеристики,,信息
ELEMENTAL_LABEL,Elemental affinity,Affinità elementale,Afinidad elemental,Afinidade elemental,,Elementale affiniteit,,Элементальная чувствительность,,元素属性
TOLERANCES_LABEL,Tolerances,Tolleranze,Tolerancias,Tolerâncias,,Toleranties,التحمل,Сопротивляемости,,抗性
WEAKNESSES_LABEL,Weaknesses,Debolezze,Debilidades,Fraquezas,,Zwakheden,نقاط الضعف,Слабости,,弱点
KILLED_LABEL,Killed,Uccisi,Matados,Abatidos,,Vermoord,تم قتل,Убито,,击杀数
,,,,,,,,,,
,,,,,,,,,,
--Stage titles--,,,,,,,,,,
ABANDONED_MONASTERY_TITLE,Abandoned Monastery,Monastero abbandonato,Monasterio Abandonado,Mosteiro Abandonado,Monastère abandonné,Verlaten Klooster,,Заброшенный Монастырь,,
FAGARAS_FOREST_TITLE,Fagaras Forest,Foresta Fagaras,Bosque de Fagaras,Floresta Fagaras,Forêt de Fagaras,Fagaras's Woud,,Лес Фагарас,,
MOONLIT_WATERWAY_TITLE,Moonlit Waterway,Acquedotto Illuminato,Acueducto iluminado,Aqueduto Lunar,,Maanverlichte Waterloop,,,,
INDIGO_TEMPLE_TITLE,Indigo Temple,Tempio Indaco,Templo índigo,Templo Índigo,,Indigo Tempel,,,,
,,,,,,,,,,
--Map--,,,,,,,,,,
MARKER_MODE_LABEL,Marker mode,Modalità marcatore,,,,,,,,
VIEW_MODE_LABEL,View mode,Modalità vista,,,,,,,,
CHANGE_COLOR_LABEL,Change color,Cambia colore,,,,,,,,
PLACE_REMOVE_MARKER_LABEL,Place/Remove marker,Inserisci/Rimuovi simbolo,,,,,,,,
WORLD_MAP,World Map,Mappa del mondo,,,,,,,,
